"Continente","Pais","Departamento","Ciudad","Population"
"South America","Chile","Valparaíso","Quilpué","118857"
"South America","Chile","Maule","Curicó","115766"
"South America","Chile","Coquimbo","Ovalle","94854"
"South America","Chile","Bíobío","Coronel","93061"
"South America","Chile","Bíobío","San Pedro de la Paz","91684"
"South America","Chile","Santiago","Melipilla","91056"
"Asia","China","Shanghai","Shanghai","9696300"
"Asia","China","Peking","Peking","7472000"
"Asia","China","Chongqing","Chongqing","6351600"
"Asia","China","Tianjin","Tianjin","5286800"
"Asia","China","Hubei","Wuhan","4344600"
"Asia","China","Heilongjiang","Harbin","4289800"
"Asia","China","Liaoning","Shenyang","4265200"
"Asia","China","Guangdong","Kanton [Guangzhou]","4256300"
"Asia","China","Sichuan","Chengdu","3361500"
"Asia","China","Jiangsu","Nanking [Nanjing]","2870300"
"Asia","China","Jilin","Changchun","2812000"
"Asia","China","Shaanxi","Xi´an","2761400"
"Asia","China","Liaoning","Dalian","2697000"
"Asia","China","Shandong","Qingdao","2596000"
"Asia","China","Shandong","Jinan","2278100"
"Asia","China","Zhejiang","Hangzhou","2190500"
"Asia","China","Henan","Zhengzhou","2107200"
"Asia","China","Hebei","Shijiazhuang","2041500"
"Asia","China","Shanxi","Taiyuan","1968400"
"Asia","China","Yunnan","Kunming","1829500"
"Asia","China","Hunan","Changsha","1809800"
"Asia","China","Jiangxi","Nanchang","1691600"
"Asia","China","Fujian","Fuzhou","1593800"
"Asia","China","Gansu","Lanzhou","1565800"
"Asia","China","Guizhou","Guiyang","1465200"
"Asia","China","Zhejiang","Ningbo","1371200"
"Asia","China","Anhui","Hefei","1369100"
"Asia","China","Xinxiang","Urumtši [Ürümqi]","1310100"
"Asia","China","Liaoning","Anshan","1200000"
"Asia","China","Liaoning","Fushun","1200000"
"Asia","China","Guangxi","Nanning","1161800"
"Asia","China","Shandong","Zibo","1140000"
"Asia","China","Heilongjiang","Qiqihar","1070000"
"Asia","China","Jilin","Jilin","1040000"
"Asia","China","Hebei","Tangshan","1040000"
"Asia","China","Inner Mongolia","Baotou","980000"
"Asia","China","Guangdong","Shenzhen","950500"
"Asia","China","Inner Mongolia","Hohhot","916700"
"Asia","China","Hebei","Handan","840000"
"Asia","China","Jiangsu","Wuxi","830000"
"Asia","China","Jiangsu","Xuzhou","810000"
"Asia","China","Shanxi","Datong","800000"
"Asia","China","Heilongjiang","Yichun","800000"
"Asia","China","Liaoning","Benxi","770000"
"Asia","China","Henan","Luoyang","760000"
"Asia","China","Jiangsu","Suzhou","710000"
"Asia","China","Qinghai","Xining","700200"
"Asia","China","Anhui","Huainan","700000"
"Asia","China","Heilongjiang","Jixi","683885"
"Asia","China","Heilongjiang","Daqing","660000"
"Asia","China","Liaoning","Fuxin","640000"
"Asia","China","Fujian","Amoy [Xiamen]","627500"
"Asia","China","Guangxi","Liuzhou","610000"
"Asia","China","Guangdong","Shantou","580000"
"Asia","China","Liaoning","Jinzhou","570000"
"Asia","China","Heilongjiang","Mudanjiang","570000"
"Asia","China","Ningxia","Yinchuan","544500"
"Asia","China","Jiangsu","Changzhou","530000"
"Asia","China","Hebei","Zhangjiakou","530000"
"Asia","China","Liaoning","Dandong","520000"
"Asia","China","Heilongjiang","Hegang","520000"
"Asia","China","Henan","Kaifeng","510000"
"Asia","China","Heilongjiang","Jiamusi","493409"
"Asia","China","Liaoning","Liaoyang","492559"
"Asia","China","Hunan","Hengyang","487148"
"Asia","China","Hebei","Baoding","483155"
"Asia","China","Jilin","Hunjiang","482043"
"Asia","China","Henan","Xinxiang","473762"
"Asia","China","Hubei","Huangshi","457601"
"Asia","China","Hainan","Haikou","454300"
"Asia","China","Shandong","Yantai","452127"
"Asia","China","Anhui","Bengbu","449245"
"Asia","China","Hunan","Xiangtan","441968"
"Asia","China","Shandong","Weifang","428522"
"Asia","China","Anhui","Wuhu","425740"
"Asia","China","Jiangxi","Pingxiang","425579"
"Asia","China","Liaoning","Yingkou","421589"
"Asia","China","Henan","Anyang","420332"
"Asia","China","Sichuan","Panzhihua","415466"
"Asia","China","Henan","Pingdingshan","410775"
"Asia","China","Hubei","Xiangfan","410407"
"Asia","China","Hunan","Zhuzhou","409924"
"Asia","China","Henan","Jiaozuo","409100"
"Asia","China","Zhejiang","Wenzhou","401871"
"Asia","China","Guangdong","Zhangjiang","400997"
"Asia","China","Sichuan","Zigong","393184"
"Asia","China","Heilongjiang","Shuangyashan","386081"
"Asia","China","Shandong","Zaozhuang","380846"
"Asia","China","Inner Mongolia","Yakeshi","377869"
"Asia","China","Hubei","Yichang","371601"
"Asia","China","Jiangsu","Zhenjiang","368316"
"Asia","China","Anhui","Huaibei","366549"
"Asia","China","Hebei","Qinhuangdao","364972"
"Asia","China","Guangxi","Guilin","364130"
"Asia","China","Guizhou","Liupanshui","363954"
"Asia","China","Liaoning","Panjin","362773"
"Asia","China","Shanxi","Yangquan","362268"
"Asia","China","Liaoning","Jinxi","357052"
"Asia","China","Jilin","Liaoyuan","354141"
"Asia","China","Jiangsu","Lianyungang","354139"
"Asia","China","Shaanxi","Xianyang","352125"
"Asia","China","Shandong","Tai´an","350696"
"Asia","China","Inner Mongolia","Chifeng","350077"
"Asia","China","Guangdong","Shaoguan","350043"
"Asia","China","Jiangsu","Nantong","343341"
"Asia","China","Sichuan","Leshan","341128"
"Asia","China","Shaanxi","Baoji","337765"
"Asia","China","Shandong","Linyi","324720"
"Asia","China","Jilin","Tonghua","324600"
"Asia","China","Jilin","Siping","317223"
"Asia","China","Shanxi","Changzhi","317144"
"Asia","China","Shandong","Tengzhou","315083"
"Asia","China","Guangdong","Chaozhou","313469"
"Asia","China","Jiangsu","Yangzhou","312892"
"Asia","China","Guangdong","Dongwan","308669"
"Asia","China","Anhui","Ma´anshan","305421"
"Asia","China","Guangdong","Foshan","303160"
"Asia","China","Hunan","Yueyang","302800"
"Asia","China","Hebei","Xingtai","302789"
"Asia","China","Hunan","Changde","301276"
"Asia","China","Xinxiang","Shihezi","299676"
"Asia","China","Jiangsu","Yancheng","296831"
"Asia","China","Jiangxi","Jiujiang","291187"
"Asia","China","Shandong","Dongying","281728"
"Asia","China","Hubei","Shashi","281352"
"Asia","China","Shandong","Xintai","281248"
"Asia","China","Jiangxi","Jingdezhen","281183"
"Asia","China","Shaanxi","Tongchuan","280657"
"Asia","China","Guangdong","Zhongshan","278829"
"Asia","China","Hubei","Shiyan","273786"
"Asia","China","Heilongjiang","Tieli","265683"
"Asia","China","Shandong","Jining","265248"
"Asia","China","Inner Mongolia","Wuhai","264081"
"Asia","China","Sichuan","Mianyang","262947"
"Asia","China","Sichuan","Luzhou","262892"
"Asia","China","Guizhou","Zunyi","261862"
"Asia","China","Ningxia","Shizuishan","257862"
"Asia","China","Sichuan","Neijiang","256012"
"Asia","China","Inner Mongolia","Tongliao","255129"
"Asia","China","Liaoning","Tieling","254842"
"Asia","China","Liaoning","Wafangdian","251733"
"Asia","China","Anhui","Anqing","250718"
"Asia","China","Hunan","Shaoyang","247227"
"Asia","China","Shandong","Laiwu","246833"
"Asia","China","Hebei","Chengde","246799"
"Asia","China","Gansu","Tianshui","244974"
"Asia","China","Henan","Nanyang","243303"
"Asia","China","Hebei","Cangzhou","242708"
"Asia","China","Sichuan","Yibin","241019"
"Asia","China","Jiangsu","Huaiyin","239675"
"Asia","China","Jilin","Dunhua","235100"
"Asia","China","Jilin","Yanji","230892"
"Asia","China","Guangdong","Jiangmen","230587"
"Asia","China","Anhui","Tongling","228017"
"Asia","China","Heilongjiang","Suihua","227881"
"Asia","China","Jilin","Gongziling","226569"
"Asia","China","Hubei","Xiantao","222884"
"Asia","China","Liaoning","Chaoyang","222394"
"Asia","China","Jiangxi","Ganzhou","220129"
"Asia","China","Zhejiang","Huzhou","218071"
"Asia","China","Jilin","Baicheng","217987"
"Asia","China","Heilongjiang","Shangzi","215373"
"Asia","China","Guangdong","Yangjiang","215196"
"Asia","China","Heilongjiang","Qitaihe","214957"
"Asia","China","Yunnan","Gejiu","214294"
"Asia","China","Jiangsu","Jiangyin","213659"
"Asia","China","Henan","Hebi","212976"
"Asia","China","Zhejiang","Jiaxing","211526"
"Asia","China","Guangxi","Wuzhou","210452"
"Asia","China","Jilin","Meihekou","209038"
"Asia","China","Henan","Xuchang","208815"
"Asia","China","Shandong","Liaocheng","207844"
"Asia","China","Liaoning","Haicheng","205560"
"Asia","China","Hubei","Qianjiang","205504"
"Asia","China","Gansu","Baiyin","204970"
"Asia","China","Heilongjiang","Bei´an","204899"
"Asia","China","Jiangsu","Yixing","200824"
"Asia","China","Shandong","Laizhou","198664"
"Asia","China","Xinxiang","Qaramay","197602"
"Asia","China","Heilongjiang","Acheng","197595"
"Asia","China","Shandong","Dezhou","195485"
"Asia","China","Fujian","Nanping","195064"
"Asia","China","Guangdong","Zhaoqing","194784"
"Asia","China","Liaoning","Beipiao","194301"
"Asia","China","Jiangxi","Fengcheng","193784"
"Asia","China","Jilin","Fuyu","192981"
"Asia","China","Henan","Xinyang","192509"
"Asia","China","Jiangsu","Dongtai","192247"
"Asia","China","Shanxi","Yuci","191356"
"Asia","China","Hubei","Honghu","190772"
"Asia","China","Hubei","Ezhou","190123"
"Asia","China","Shandong","Heze","189293"
"Asia","China","Sichuan","Daxian","188101"
"Asia","China","Shanxi","Linfen","187309"
"Asia","China","Hubei","Tianmen","186332"
"Asia","China","Hunan","Yiyang","185818"
"Asia","China","Fujian","Quanzhou","185154"
"Asia","China","Shandong","Rizhao","185048"
"Asia","China","Sichuan","Deyang","182488"
"Asia","China","Sichuan","Guangyuan","182241"
"Asia","China","Jiangsu","Changshu","181805"
"Asia","China","Fujian","Zhangzhou","181424"
"Asia","China","Inner Mongolia","Hailar","180650"
"Asia","China","Sichuan","Nanchong","180273"
"Asia","China","Jilin","Jiutai","180130"
"Asia","China","Heilongjiang","Zhaodong","179976"
"Asia","China","Zhejiang","Shaoxing","179818"
"Asia","China","Anhui","Fuyang","179572"
"Asia","China","Guangdong","Maoming","178683"
"Asia","China","Yunnan","Qujing","178669"
"Asia","China","Xinxiang","Ghulja","177193"
"Asia","China","Jilin","Jiaohe","176367"
"Asia","China","Henan","Puyang","175988"
"Asia","China","Jilin","Huadian","175873"
"Asia","China","Sichuan","Jiangyou","175753"
"Asia","China","Xinxiang","Qashqar","174570"
"Asia","China","Guizhou","Anshun","174142"
"Asia","China","Sichuan","Fuling","173878"
"Asia","China","Jiangxi","Xinyu","173524"
"Asia","China","Shaanxi","Hanzhong","169930"
"Asia","China","Jiangsu","Danyang","169603"
"Asia","China","Hunan","Chenzhou","169400"
"Asia","China","Hubei","Xiaogan","166280"
"Asia","China","Henan","Shangqiu","164880"
"Asia","China","Guangdong","Zhuhai","164747"
"Asia","China","Guangdong","Qingyuan","164641"
"Asia","China","Xinxiang","Aqsu","164092"
"Asia","China","Inner Mongolia","Jining","163552"
"Asia","China","Zhejiang","Xiaoshan","162930"
"Asia","China","Hubei","Zaoyang","162198"
"Asia","China","Jiangsu","Xinghua","161910"
"Asia","China","Xinxiang","Hami","161315"
"Asia","China","Guangdong","Huizhou","161023"
"Asia","China","Hubei","Jinmen","160794"
"Asia","China","Fujian","Sanming","160691"
"Asia","China","Inner Mongolia","Ulanhot","159538"
"Asia","China","Xinxiang","Korla","159344"
"Asia","China","Sichuan","Wanxian","156823"
"Asia","China","Zhejiang","Rui´an","156468"
"Asia","China","Zhejiang","Zhoushan","156317"
"Asia","China","Shandong","Liangcheng","156307"
"Asia","China","Shandong","Jiaozhou","153364"
"Asia","China","Jiangsu","Taizhou","152442"
"Asia","China","Anhui","Suzhou","151862"
"Asia","China","Jiangxi","Yichun","151585"
"Asia","China","Jilin","Taonan","150168"
"Asia","China","Shandong","Pingdu","150123"
"Asia","China","Jiangxi","Ji´an","148583"
"Asia","China","Shandong","Longkou","148362"
"Asia","China","Hebei","Langfang","148105"
"Asia","China","Henan","Zhoukou","146288"
"Asia","China","Sichuan","Suining","146086"
"Asia","China","Guangxi","Yulin","144467"
"Asia","China","Zhejiang","Jinhua","144280"
"Asia","China","Anhui","Liu´an","144248"
"Asia","China","Heilongjiang","Shuangcheng","142659"
"Asia","China","Hubei","Suizhou","142302"
"Asia","China","Shaanxi","Ankang","142170"
"Asia","China","Shaanxi","Weinan","140169"
"Asia","China","Jilin","Longjing","139417"
"Asia","China","Jilin","Da´an","138963"
"Asia","China","Hunan","Lengshuijiang","137994"
"Asia","China","Shandong","Laiyang","137080"
"Asia","China","Hubei","Xianning","136811"
"Asia","China","Yunnan","Dali","136554"
"Asia","China","Heilongjiang","Anda","136446"
"Asia","China","Shanxi","Jincheng","136396"
"Asia","China","Fujian","Longyan","134481"
"Asia","China","Sichuan","Xichang","134419"
"Asia","China","Shandong","Wendeng","133910"
"Asia","China","Heilongjiang","Hailun","133565"
"Asia","China","Shandong","Binzhou","133555"
"Asia","China","Inner Mongolia","Linhe","133183"
"Asia","China","Gansu","Wuwei","133101"
"Asia","China","Guizhou","Duyun","132971"
"Asia","China","Heilongjiang","Mishan","132744"
"Asia","China","Jiangxi","Shangrao","132455"
"Asia","China","Xinxiang","Changji","132260"
"Asia","China","Guangdong","Meixian","132156"
"Asia","China","Jilin","Yushu","131861"
"Asia","China","Liaoning","Tiefa","131807"
"Asia","China","Jiangsu","Huai´an","131149"
"Asia","China","Hunan","Leiyang","130115"
"Asia","China","Inner Mongolia","Zalantun","130031"
"Asia","China","Shandong","Weihai","128888"
"Asia","China","Hunan","Loudi","128418"
"Asia","China","Shandong","Qingzhou","128258"
"Asia","China","Jiangsu","Qidong","126872"
"Asia","China","Hunan","Huaihua","126785"
"Asia","China","Henan","Luohe","126438"
"Asia","China","Anhui","Chuzhou","125341"
"Asia","China","Liaoning","Kaiyuan","124219"
"Asia","China","Shandong","Linqing","123958"
"Asia","China","Anhui","Chaohu","123676"
"Asia","China","Hubei","Laohekou","123366"
"Asia","China","Sichuan","Dujiangyan","123357"
"Asia","China","Henan","Zhumadian","123232"
"Asia","China","Jiangxi","Linchuan","121949"
"Asia","China","Shandong","Jiaonan","121397"
"Asia","China","Henan","Sanmenxia","120523"
"Asia","China","Guangdong","Heyuan","120101"
"Asia","China","Inner Mongolia","Manzhouli","120023"
"Asia","China","Tibet","Lhasa","120000"
"Asia","China","Hunan","Lianyuan","118858"
"Asia","China","Xinxiang","Kuytun","118553"
"Asia","China","Hubei","Puqi","117264"
"Asia","China","Hunan","Hongjiang","116188"
"Asia","China","Guangxi","Qinzhou","114586"
"Asia","China","Hebei","Renqiu","114256"
"Asia","China","Zhejiang","Yuyao","114065"
"Asia","China","Guangxi","Guigang","114025"
